CensusTract,State,County,Urban,Pop2010,OHU2010,GroupQuartersFlag,NUMGQTRS,PCTGQTRS,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,HUNVFlag,LowIncomeTracts,PovertyRate,MedianFamilyIncome,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,LATractsVehicle_20,LAPOP1_10,LAPOP05_10,LAPOP1_20,LALOWI1_10,LALOWI05_10,LALOWI1_20,lapophalf,lapophalfshare,lalowihalf,lalowihalfshare,lakidshalf,lakidshalfshare,laseniorshalf,laseniorshalfshare,lawhitehalf,lawhitehalfshare,lablackhalf,lablackhalfshare,laasianhalf,laasianhalfshare,lanhopihalf,lanhopihalfshare,laaianhalf,laaianhalfshare,laomultirhalf,laomultirhalfshare,lahisphalf,lahisphalfshare,lahunvhalf,lahunvhalfshare,lasnaphalf,lasnaphalfshare,lapop1,lapop1share,lalowi1,lalowi1share,lakids1,lakids1share,laseniors1,laseniors1share,lawhite1,lawhite1share,lablack1,lablack1share,laasian1,laasian1share,lanhopi1,lanhopi1share,laaian1,laaian1share,laomultir1,laomultir1share,lahisp1,lahisp1share,lahunv1,lahunv1share,lasnap1,lasnap1share,lapop10,lapop10share,lalowi10,lalowi10share,lakids10,lakids10share,laseniors10,laseniors10share,lawhite10,lawhite10share,lablack10,lablack10share,laasian10,laasian10share,lanhopi10,lanhopi10share,laaian10,laaian10share,laomultir10,laomultir10share,lahisp10,lahisp10share,lahunv10,lahunv10share,lasnap10,lasnap10share,lapop20,lapop20share,lalowi20,lalowi20share,lakids20,lakids20share,laseniors20,laseniors20share,lawhite20,lawhite20share,lablack20,lablack20share,laasian20,laasian20share,lanhopi20,lanhopi20share,laaian20,laaian20share,laomultir20,laomultir20share,lahisp20,lahisp20share,lahunv20,lahunv20share,lasnap20,lasnap20share,TractLOWI,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP
25023530300,Massachusetts,Plymouth County,1,3782,1807,0,4,0.11,0,1,0,0,0,1,3.9,83198,0,1,0,1,0,0,0,0,9,2386,9,1,516,1,2386,63.08,516,13.65,361,9.55,379,10.03,2215,58.58,37,0.98,26,0.68,0,0,4,0.11,104,2.74,58,1.54,98,5.42,79,4.38,9,0.24,1,0.03,1,0.03,1,0.02,9,0.23,1,0.02,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.02,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,888,620,562,3502,56,38,3,7,176,81,133,121
25023530400,Massachusetts,Plymouth County,1,5823,2140,0,4,0.07,0,0,0,0,0,0,2,116081,1,1,1,1,1,0,0,0,3780,5709,3780,411,499,411,5709,98.05,499,8.58,1265,21.73,868,14.9,5506,94.56,51,0.88,65,1.12,0,0,14,0.23,73,1.26,68,1.16,69,3.22,84,3.94,3780,64.92,411,7.06,810,13.92,618,10.61,3655,62.77,35,0.6,40,0.69,0,0,13,0.22,37,0.64,47,0.8,54,2.51,58,2.71,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,554,1294,881,5615,52,66,0,14,76,68,75,91
25023530500,Massachusetts,Plymouth County,1,5680,2347,0,495,8.71,1,1,1,1,1,1,7.9,67250,1,1,1,1,1,0,0,1,1696,4950,1696,320,1360,320,4950,87.14,1360,23.94,935,16.47,1044,18.39,4600,80.99,78,1.38,68,1.2,2,0.04,20,0.35,181,3.18,50,0.88,274,11.67,236,10.04,1696,29.85,320,5.63,296,5.21,370,6.51,1638,28.84,10,0.17,6,0.1,0,0,8,0.14,34,0.6,14,0.25,63,2.69,85,3.61,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1178,1051,1265,5254,98,74,2,22,230,58,249,238
25023530600,Massachusetts,Plymouth County,1,6364,1711,0,1516,23.82,0,0,0,0,0,0,4.2,120320,1,1,1,1,1,0,0,0,4409,4993,4409,347,401,347,4993,78.46,401,6.3,1144,17.97,568,8.93,4746,74.58,109,1.71,24,0.38,2,0.03,5,0.08,107,1.68,85,1.34,22,1.28,49,2.88,4409,69.28,347,5.45,999,15.69,485,7.61,4179,65.66,101,1.59,21,0.34,2,0.03,5,0.08,100,1.58,83,1.3,22,1.27,43,2.53,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,459,1176,580,5786,369,30,2,26,151,224,31,58
25023530700,Massachusetts,Plymouth County,0,4242,1930,0,7,0.17,0,0,0,0,0,0,6.4,105750,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,3869,91.2,481,11.35,632,14.89,867,20.43,3721,87.71,34,0.8,34,0.8,3,0.07,9,0.21,68,1.6,52,1.22,69,3.6,73,3.77,3130,73.78,386,9.09,543,12.79,651,15.34,3004,70.82,29,0.69,27,0.63,3,0.07,9,0.2,58,1.37,42,0.98,57,2.96,58,3.02,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,621,682,969,4079,37,41,3,9,73,62,98,105
25023530801,Massachusetts,Plymouth County,1,5587,1994,0,96,1.72,0,0,0,0,0,0,9,102631,1,1,1,1,1,0,0,0,3974,5032,3974,590,764,590,5032,90.07,764,13.67,1233,22.06,829,14.84,4864,87.06,36,0.64,43,0.77,2,0.04,6,0.1,82,1.47,63,1.13,84,4.21,48,2.38,3974,71.14,590,10.56,996,17.83,619,11.08,3839,68.72,31,0.55,37,0.65,2,0.04,4,0.07,62,1.1,42,0.75,58,2.92,37,1.84,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,939,1393,878,5398,40,46,2,7,94,68,97,62
25023530802,Massachusetts,Plymouth County,1,4785,1871,0,18,0.38,0,0,0,0,0,0,4.6,107535,1,1,1,1,1,0,0,0,2573,4059,2573,205,426,205,4059,84.84,426,8.9,903,18.86,486,10.16,3882,81.13,40,0.83,23,0.47,0,0,13,0.27,102,2.14,47,0.98,40,2.12,114,6.11,2573,53.78,205,4.28,591,12.34,291,6.08,2448,51.15,26,0.55,14,0.3,0,0,12,0.25,73,1.52,34,0.7,14,0.75,70,3.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,467,1089,582,4590,44,24,0,17,110,59,57,134
25023530901,Massachusetts,Plymouth County,1,8328,2796,0,0,0,0,0,0,0,0,0,2.8,112317,1,1,1,1,1,0,0,0,6992,8126,6992,640,766,640,8126,97.57,766,9.2,2356,28.29,596,7.16,7676,92.17,120,1.45,80,0.96,4,0.05,35,0.42,211,2.53,153,1.83,99,3.52,121,4.32,6992,83.95,640,7.68,2064,24.79,471,5.65,6595,79.19,107,1.29,74,0.89,4,0.05,28,0.34,183,2.2,139,1.67,94,3.38,103,3.67,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,783,2422,599,7872,122,81,4,35,214,155,138,140
25023530902,Massachusetts,Plymouth County,0,4469,1607,0,13,0.29,0,0,0,0,0,0,3.4,118963,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,3798,85,287,6.41,984,22.01,394,8.82,3634,81.32,42,0.95,28,0.63,2,0.04,10,0.22,82,1.82,49,1.09,0,0,50,3.11,2935,65.67,239,5.35,808,18.09,236,5.27,2814,62.96,35,0.77,18,0.4,2,0.04,7,0.17,59,1.33,35,0.79,0,0,37,2.31,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,331,1094,531,4274,53,34,2,15,91,53,0,65
25023540101,Massachusetts,Plymouth County,0,3783,1442,0,0,0,0,0,0,0,0,1,5.5,82438,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,3763,99.48,587,15.51,903,23.86,630,16.66,3637,96.15,31,0.82,29,0.77,0,0,2,0.05,64,1.69,31,0.82,71,4.95,101,7.01,3014,79.67,489,12.92,728,19.25,505,13.36,2921,77.23,18,0.48,24,0.62,0,0,2,0.05,49,1.29,21,0.56,59,4.08,79,5.48,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,598,907,634,3656,32,29,0,2,64,31,83,116
25023540102,Massachusetts,Plymouth County,1,2570,922,0,81,3.15,0,0,0,0,0,0,3.8,112375,1,1,1,1,1,0,0,0,2570,2570,2570,364,364,364,2570,100,364,14.16,619,24.09,334,13,2504,97.43,15,0.58,12,0.47,0,0,3,0.12,36,1.4,24,0.93,5,0.54,69,7.47,2570,100,364,14.16,619,24.09,334,13,2504,97.43,15,0.58,12,0.47,0,0,3,0.12,36,1.4,24,0.93,5,0.54,69,7.47,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,366,619,334,2504,15,12,0,3,36,24,5,69
25023540103,Massachusetts,Plymouth County,1,4249,1361,0,15,0.35,0,0,0,0,0,0,1.6,142778,1,1,1,1,1,0,0,0,4249,4249,4249,125,125,125,4249,100,125,2.95,1159,27.28,353,8.31,4102,96.54,33,0.78,45,1.06,1,0.02,8,0.19,60,1.41,37,0.87,0,0,63,4.62,4249,100,125,2.95,1159,27.28,353,8.31,4102,96.54,33,0.78,45,1.06,1,0.02,8,0.19,60,1.41,37,0.87,0,0,63,4.62,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,139,1159,353,4102,33,45,1,8,60,37,0,65
25023541100,Massachusetts,Plymouth County,0,5232,1813,0,4,0.08,0,0,0,0,0,0,5.5,111307,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,5135,98.14,559,10.68,1298,24.8,586,11.19,4909,93.83,51,0.97,32,0.6,0,0,4,0.07,139,2.66,40,0.76,11,0.63,83,4.59,4803,91.8,514,9.82,1225,23.42,540,10.32,4590,87.72,50,0.95,30,0.57,0,0,3,0.06,130,2.49,36,0.69,11,0.59,78,4.28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,580,1315,600,5004,51,33,0,4,140,40,12,89
25023542101,Massachusetts,Plymouth County,0,7131,2354,0,59,0.83,0,0,0,0,0,0,1.5,120650,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,7131,100,506,7.09,1772,24.85,626,8.78,6833,95.82,95,1.33,34,0.48,1,0.01,11,0.15,157,2.2,115,1.61,0,0,48,2.04,7092,99.45,504,7.06,1762,24.71,624,8.75,6794,95.27,95,1.33,34,0.47,1,0.01,11,0.15,157,2.2,115,1.61,0,0,48,2.03,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,586,1772,626,6833,95,34,1,11,157,115,0,55
25023542102,Massachusetts,Plymouth County,0,2552,916,0,106,4.15,0,0,0,0,0,0,2.9,94602,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,2518,98.67,365,14.29,576,22.58,332,13.02,2376,93.1,65,2.53,10,0.39,0,0,7,0.26,61,2.39,24,0.94,46,4.97,64,6.96,2302,90.22,333,13.07,540,21.16,272,10.66,2172,85.12,60,2.35,9,0.37,0,0,6,0.24,55,2.15,22,0.88,39,4.31,55,6.03,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,365,581,343,2409,65,10,0,7,61,24,50,70
25023542200,Massachusetts,Plymouth County,0,6114,2426,0,79,1.29,0,0,0,0,0,0,3,107719,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,6054,99.03,651,10.64,1174,19.2,1526,24.96,5876,96.1,67,1.09,19,0.31,0,0,10,0.17,83,1.35,68,1.12,11,0.47,102,4.18,5057,82.71,597,9.77,930,15.21,1406,23,4916,80.4,45,0.73,17,0.28,0,0,8,0.13,72,1.17,54,0.88,11,0.47,86,3.55,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,680,1184,1537,5929,71,19,0,11,84,69,13,114
25023542300,Massachusetts,Plymouth County,1,7319,2772,0,269,3.68,1,1,1,0,0,1,16.6,80726,1,1,1,1,1,0,0,0,1055,5393,1055,342,1826,342,5393,73.68,1826,24.95,1322,18.07,655,8.95,5047,68.96,87,1.19,90,1.23,3,0.04,16,0.22,150,2.05,113,1.54,69,2.49,269,9.69,1055,14.41,342,4.68,234,3.2,187,2.55,995,13.59,15,0.2,15,0.21,1,0.01,3,0.04,26,0.36,21,0.28,13,0.46,47,1.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2388,1834,895,6839,130,107,3,27,213,159,121,375
25023543100,Massachusetts,Plymouth County,0,2820,1006,0,0,0,0,0,0,0,0,0,4.3,104125,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,2820,100,332,11.78,624,22.13,383,13.58,2731,96.84,24,0.85,22,0.78,0,0,8,0.28,35,1.24,36,1.28,6,0.56,61,6.08,2727,96.71,320,11.36,599,21.26,376,13.34,2645,93.8,23,0.83,22,0.77,0,0,6,0.21,31,1.1,32,1.14,6,0.56,59,5.91,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,345,624,383,2731,24,22,0,8,35,36,6,62
25023544100,Massachusetts,Plymouth County,1,5629,1900,0,0,0,0,0,0,0,0,0,3.6,97336,1,1,1,1,1,0,0,0,4604,5356,4604,687,780,687,5356,95.14,780,13.86,1317,23.39,464,8.25,5082,90.28,76,1.35,27,0.47,0,0,12,0.21,159,2.83,50,0.88,41,2.17,151,7.93,4604,81.78,687,12.2,1133,20.12,401,7.11,4375,77.72,61,1.09,21,0.38,0,0,11,0.2,135,2.4,45,0.79,34,1.79,129,6.81,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,865,1398,482,5331,82,27,0,13,176,56,46,167
25023544200,Massachusetts,Plymouth County,0,5880,2397,0,5,0.09,0,0,0,0,1,0,7.8,86389,0,0,0,0,0,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,5880,100,1570,26.7,1203,20.46,1247,21.21,5671,96.45,54,0.92,19,0.32,1,0.02,5,0.09,130,2.21,73,1.24,186,7.77,348,14.52,5880,100,1570,26.7,1203,20.46,1247,21.21,5671,96.45,54,0.92,19,0.32,1,0.02,5,0.09,130,2.21,73,1.24,186,7.77,348,14.52,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1544,1203,1247,5671,54,19,1,5,130,73,180,361
25023545100,Massachusetts,Plymouth County,1,6446,2581,0,0,0,0,0,0,0,1,0,8.7,103263,1,1,1,1,1,0,0,1,3573,5700,3573,795,1301,795,5700,88.43,1301,20.19,1292,20.04,850,13.19,4964,77.01,188,2.91,47,0.73,1,0.02,25,0.39,476,7.38,115,1.79,105,4.07,117,4.52,3573,55.43,795,12.34,836,12.97,454,7.04,3117,48.35,122,1.9,32,0.5,0,0,16,0.25,285,4.43,77,1.19,61,2.35,72,2.79,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1520,1398,1130,5644,201,48,1,27,525,124,144,141
25023545200,Massachusetts,Plymouth County,0,5669,2202,0,32,0.56,0,0,0,0,0,1,13.3,69127,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,5175,91.29,1228,21.65,1193,21.05,554,9.78,4437,78.28,162,2.86,44,0.77,4,0.07,31,0.54,497,8.77,175,3.08,87,3.96,298,13.53,4025,70.99,948,16.73,971,17.13,365,6.43,3504,61.81,105,1.85,42,0.74,4,0.07,23,0.41,347,6.12,131,2.32,64,2.89,226,10.27,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1357,1259,669,4869,168,47,4,34,547,188,106,355
25023545300,Massachusetts,Plymouth County,1,4413,2048,0,1,0.02,1,1,1,0,0,1,10,82303,1,1,1,1,1,0,0,0,1065,3231,1065,459,1108,459,3231,73.22,1108,25.1,533,12.08,659,14.94,2633,59.66,188,4.26,25,0.56,0,0,28,0.65,357,8.1,68,1.54,60,2.92,200,9.75,1065,24.14,459,10.39,183,4.14,186,4.22,913,20.68,43,0.97,9,0.21,0,0,10,0.23,91,2.06,22,0.5,38,1.85,69,3.36,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1137,735,912,3673,247,28,0,44,421,96,39,250
25023545400,Massachusetts,Plymouth County,0,5294,2240,0,197,3.72,0,0,0,1,1,1,13.1,70595,0,0,0,0,0,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,4179,78.94,1180,22.28,859,16.23,920,17.39,3716,70.18,115,2.16,25,0.47,0,0,25,0.48,299,5.64,73,1.38,160,7.14,432,19.27,3362,63.51,866,16.36,669,12.63,769,14.52,3021,57.07,86,1.62,17,0.32,0,0,21,0.39,218,4.11,59,1.12,128,5.74,343,15.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1982,1159,1082,4688,153,27,0,36,390,94,270,617
25023560100,Massachusetts,Plymouth County,1,6045,2505,0,4,0.07,0,0,0,0,0,0,3.9,115102,1,1,1,1,1,0,0,0,6045,6045,6045,490,490,490,6045,100,490,8.11,1228,20.31,1221,20.2,5812,96.15,41,0.68,36,0.6,1,0.02,8,0.13,147,2.43,57,0.94,83,3.3,49,1.96,6045,100,490,8.11,1228,20.31,1221,20.2,5812,96.15,41,0.68,36,0.6,1,0.02,8,0.13,147,2.43,57,0.94,83,3.3,49,1.96,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,489,1228,1221,5812,41,36,1,8,147,57,80,51
25023561100,Massachusetts,Plymouth County,0,4907,1896,0,257,5.24,0,0,0,0,1,0,4.8,103050,0,0,0,0,0,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,4907,100,820,16.71,1124,22.91,1046,21.32,4550,92.72,82,1.67,31,0.63,2,0.04,5,0.1,237,4.83,52,1.06,103,5.46,135,7.14,4907,100,820,16.71,1124,22.91,1046,21.32,4550,92.72,82,1.67,31,0.63,2,0.04,5,0.1,237,4.83,52,1.06,103,5.46,135,7.14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,863,1124,1046,4550,82,31,2,5,237,52,104,133
